session_id,sheet_name,turn_id,turn_index,needs_history,evaluated,long_range,dependency_type,max_lookback,dependency_distances,gold_turn_ids,required_context,error,build_total_ms,retrieve_context_ms,cross_session_leak_turn_ids,future_turn_leak_turn_ids,cross_session_leak_count,future_turn_leak_count,short_retrieved_turn_ids,mid_page_retrieved_turn_ids,mid_session_retrieved_turn_ids,mid_retrieved_turn_ids,long_retrieved_turn_ids,mid_long_retrieved_turn_ids,all_retrieved_turn_ids,add_submit_ms,migration_job_id,profile_job_id,evicted_turn_ids,short_recall,short_precision,short_hit,short_full_recall,short_mrr,short_gold_count,short_retrieved_count,short_matched_count,mid_page_recall,mid_page_precision,mid_page_hit,mid_page_full_recall,mid_page_mrr,mid_page_gold_count,mid_page_retrieved_count,mid_page_matched_count,mid_session_recall,mid_session_precision,mid_session_hit,mid_session_full_recall,mid_session_mrr,mid_session_gold_count,mid_session_retrieved_count,mid_session_matched_count,mid_recall,mid_precision,mid_hit,mid_full_recall,mid_mrr,mid_gold_count,mid_retrieved_count,mid_matched_count,long_recall,long_precision,long_hit,long_full_recall,long_mrr,long_gold_count,long_retrieved_count,long_matched_count,mid_long_recall,mid_long_precision,mid_long_hit,mid_long_full_recall,mid_long_mrr,mid_long_gold_count,mid_long_retrieved_count,mid_long_matched_count,all_recall,all_precision,all_hit,all_full_recall,all_mrr,all_gold_count,all_retrieved_count,all_matched_count
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q001,0,False,False,False,独立问题,0,,,无需前文；当前问题可独立回答,,16844.84254400013,16842.16234399355,,,0,0,,,,,,,,187.2262990073068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q002,1,True,False,False,相邻承接,1,1,S003-Q001,S003-Q001提供当前问题所指向的前序结论或事实依据,,196.76459999755025,196.2651000067126,,,0,0,S003-Q001,,,,,,S003-Q001,19.28040001075715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q003,2,True,False,False,相邻承接,1,1,S003-Q002,S003-Q002提供当前问题所指向的前序结论或事实依据,,81.57490000303369,80.77730001241434,,,0,0,S003-Q001|S003-Q002,,,,,,S003-Q001|S003-Q002,40.338100006920286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q004,3,True,False,False,相邻承接,1,1,S003-Q003,S003-Q003提供当前问题所指向的前序结论或事实依据,,142.54289999371395,140.72879999002907,,,0,0,S003-Q001|S003-Q002|S003-Q003,,,,,,S003-Q001|S003-Q002|S003-Q003,48.695200006477535,007cbdee-3ff9-4c21-ac4f-02d3f0b22f12,,S003-Q001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q005,4,True,False,False,相邻承接,1,1,S003-Q004,S003-Q004提供当前问题所指向的前序结论或事实依据,,182.0880989980651,177.67579900100827,,,0,0,S003-Q001|S003-Q002|S003-Q003|S003-Q004,,,,,,S003-Q001|S003-Q002|S003-Q003|S003-Q004,77.58119999198243,205db2d7-ee84-48f1-8a9f-d8c653759d7e,,S003-Q002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q006,5,True,True,True,历史回溯,5,5,S003-Q001,S003-Q001提供五轮前关于【先帮我梳理一下比亚迪2023—2025年的主要财务变化】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,81.05840500502381,80.47130500199273,,,0,0,S003-Q003|S003-Q004|S003-Q005,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q003|S003-Q004|S003-Q005|S003-Q001|S003-Q002,16.37610098987352,abb89e20-4d2c-4b3d-9945-31b0680171e0,,S003-Q003,0.0,0.0,0,0,0.0,1,3,0,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.2,1,1,0.25,1,5,1
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q007,6,True,False,False,相邻承接,1,1,S003-Q006,S003-Q006提供当前问题所指向的前序结论或事实依据,,105.123305998859,104.73150500911288,,,0,0,S003-Q003|S003-Q004|S003-Q005|S003-Q006,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q003|S003-Q004|S003-Q005|S003-Q006|S003-Q001|S003-Q002,18.228700995678082,1d90e3b5-5a98-4912-a188-ae9a989fbb11,,S003-Q004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q008,7,True,True,True,历史回溯,5,5,S003-Q003,S003-Q003提供五轮前关于【口径确认后，把刚才提到的关键指标逐年列出来，哪一年变化最明显】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,81.15849900059402,79.9231989949476,,,0,0,S003-Q005|S003-Q006|S003-Q007,S003-Q004|S003-Q003|S003-Q002|S003-Q001,S003-Q001|S003-Q002|S003-Q003|S003-Q004,S003-Q004|S003-Q003|S003-Q002|S003-Q001,S003-Q003|S003-Q002|S003-Q001,S003-Q004|S003-Q003|S003-Q002|S003-Q001,S003-Q005|S003-Q006|S003-Q007|S003-Q004|S003-Q003|S003-Q002|S003-Q001,13.206399991759099,75d5471e-44f4-4bbf-8e87-b206df7a8fea,,S003-Q005,0.0,0.0,0,0,0.0,1,3,0,1.0,0.25,1,1,0.5,1,4,1,1.0,0.25,1,1,0.3333333333333333,1,4,1,1.0,0.25,1,1,0.5,1,4,1,1.0,0.3333333333333333,1,1,1.0,1,3,1,1.0,0.25,1,1,0.5,1,4,1,1.0,0.14285714285714285,1,1,0.2,1,7,1
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q009,8,True,False,False,相邻承接,1,1,S003-Q008,S003-Q008提供当前问题所指向的前序结论或事实依据,,102.70059898903128,101.85379900212865,,,0,0,S003-Q005|S003-Q006|S003-Q007|S003-Q008,S003-Q004|S003-Q002|S003-Q001|S003-Q003,S003-Q001|S003-Q002|S003-Q003|S003-Q004,S003-Q004|S003-Q002|S003-Q001|S003-Q003,S003-Q003|S003-Q001|S003-Q002,S003-Q004|S003-Q002|S003-Q001|S003-Q003,S003-Q005|S003-Q006|S003-Q007|S003-Q008|S003-Q004|S003-Q002|S003-Q001|S003-Q003,18.444999994244426,4bc84192-11a3-4714-85d6-f19c4d7d37ec,,S003-Q006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q010,9,True,True,True,历史回溯,5,5,S003-Q005,S003-Q005提供五轮前关于【如果识别出了拐点，它主要发生在2024年还是2025年】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,114.72640100691933,113.93700099142734,,,0,0,S003-Q007|S003-Q008|S003-Q009,S003-Q005|S003-Q003|S003-Q006|S003-Q004|S003-Q002,S003-Q001|S003-Q002|S003-Q003|S003-Q004|S003-Q005|S003-Q006,S003-Q005|S003-Q003|S003-Q006|S003-Q004|S003-Q002|S003-Q001,S003-Q005|S003-Q002|S003-Q006|S003-Q001|S003-Q003,S003-Q005|S003-Q003|S003-Q006|S003-Q004|S003-Q002|S003-Q001,S003-Q007|S003-Q008|S003-Q009|S003-Q005|S003-Q003|S003-Q006|S003-Q004|S003-Q002|S003-Q001,17.507800002931617,9afdfffa-46d2-4139-ba8a-226dcb48616c,,S003-Q007,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,1.0,1,5,1,1.0,0.16666666666666666,1,1,0.2,1,6,1,1.0,0.16666666666666666,1,1,1.0,1,6,1,1.0,0.2,1,1,1.0,1,5,1,1.0,0.16666666666666666,1,1,1.0,1,6,1,1.0,0.1111111111111111,1,1,0.25,1,9,1
