Checkpoint,session_id,query_id,direction,page_id,source_turn_id,is_gold,dense_rank,hybrid_rank,dense_score,raw_bm25_score,normalized_bm25_score,hybrid_final_score,shared_bm25_tokens
C0,S001,S001-Q021,ENTERED_HYBRID_TOP5,1de06218-dc21-5ec3-9e23-c5d58a375fd9,S001-Q011,False,10,4,0.5263273119926453,7.665655136108398,0.10273739288098016,0.3145323524368127,"[""接下来"", ""沿着"", ""的"", ""盈利"", ""结论"", ""请""]"
C0,S001,S001-Q021,ENTERED_HYBRID_TOP5,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,False,13,3,0.5084943771362305,10.30423641204834,0.299877388269294,0.40418588270276223,"[""一轮"", ""上"", ""是否"", ""沿着"", ""的"", ""看"", ""结论""]"
C0,S001,S001-Q021,ENTERED_HYBRID_TOP5,e7eefead-7365-5540-b914-0d6077a14d8c,S001-Q003,False,8,1,0.5299195647239685,28.226486206054688,0.9997005438626365,0.7648100542933025,"[""从"", ""关心"", ""回答"", ""岗位"", ""开始"", ""当前"", ""最"", ""的"", ""结论"", ""证据"", ""请""]"
C0,S001,S001-Q021,DROPPED_FROM_DENSE_TOP5,2ec87be4-468b-5498-889b-13f43f4ee222,S001-Q016,False,4,8,0.5488885045051575,4.720423698425293,0.025586069483441456,0.28723728699429946,"[""现金流"", ""的"", ""盈利"", ""经营"", ""结论""]"
C0,S001,S001-Q021,DROPPED_FROM_DENSE_TOP5,71a788a3-0077-5908-a7f4-d02349fd6e1c,S001-Q017,False,3,6,0.5562518835067749,6.284280300140381,0.054276450757833064,0.305264167132304,"[""从"", ""的"", ""盈利"", ""结论"", ""请""]"
C0,S001,S001-Q021,DROPPED_FROM_DENSE_TOP5,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,False,5,11,0.5419425964355469,1.9602938890457153,0.006562151009010395,0.2742523737222786,"[""的"", ""盈利"", ""结论""]"
C0,S001,S001-Q022,ENTERED_HYBRID_TOP5,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,False,15,1,0.5163347721099854,17.98964500427246,0.9523396759211966,0.734337224015591,"[""2023"", ""2025"", ""不要"", ""两个"", ""变化"", ""只"", ""和"", ""年"", ""是"", ""比较"", ""的"", ""端点"", ""连续""]"
C0,S001,S001-Q022,ENTERED_HYBRID_TOP5,dea63c61-1950-5f6a-bdd9-1323f83f3b37,S001-Q002,False,10,3,0.5268480181694031,9.128604888916016,0.19221249107192687,0.35953025462066496,"[""2023"", ""2025"", ""三年"", ""刚才"", ""变化"", ""和"", ""年"", ""比较"", ""现金流"", ""的"", ""连续""]"
C0,S001,S001-Q022,DROPPED_FROM_DENSE_TOP5,1de06218-dc21-5ec3-9e23-c5d58a375fd9,S001-Q011,False,5,6,0.5608748197555542,6.618352890014648,0.06351701352789461,0.3121959166417244,"[""2023"", ""2025"", ""三年"", ""变化"", ""和"", ""年"", ""的"", ""路径"", ""连续""]"
C0,S001,S001-Q022,DROPPED_FROM_DENSE_TOP5,7c06f308-8022-5f54-a63c-ab30458f4115,S001-Q013,False,4,7,0.5665920972824097,6.257485389709473,0.053592844866006475,0.31009247107420806,"[""2023"", ""2025"", ""三年"", ""只"", ""和"", ""年"", ""的"", ""路径"", ""连续""]"
C0,S001,S001-Q026,ENTERED_HYBRID_TOP5,71a788a3-0077-5908-a7f4-d02349fd6e1c,S001-Q017,False,9,5,0.48120400309562683,7.405346393585205,0.09134459613284912,0.286274299614238,"[""前面"", ""变化"", ""总资产"", ""把"", ""更"", ""的"", ""结论""]"
C0,S001,S001-Q026,ENTERED_HYBRID_TOP5,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,False,18,2,0.4195707142353058,10.948440551757812,0.3715017370924743,0.39553622566389,"[""不要"", ""变化"", ""口径"", ""总资产"", ""的"", ""结论"", ""表现"", ""限制""]"
C0,S001,S001-Q026,ENTERED_HYBRID_TOP5,dea63c61-1950-5f6a-bdd9-1323f83f3b37,S001-Q002,False,12,4,0.46965885162353516,9.517488479614258,0.22421747813502382,0.3469381648792795,"[""再"", ""变化"", ""口径"", ""总资产"", ""效率"", ""的"", ""确认"", ""结论""]"
C0,S001,S001-Q026,DROPPED_FROM_DENSE_TOP5,2ec87be4-468b-5498-889b-13f43f4ee222,S001-Q016,False,3,11,0.4982278645038605,3.066462516784668,0.011353971756383623,0.25479091813012206,"[""不要"", ""总资产"", ""的"", ""确认"", ""结论""]"
C0,S001,S001-Q026,DROPPED_FROM_DENSE_TOP5,77cecfad-195f-539e-b105-acf49d23a9c6,S001-Q020,False,5,9,0.492320716381073,6.135168552398682,0.05057420442560417,0.27144746040333856,"[""再"", ""前面"", ""总资产"", ""把"", ""的"", ""确认"", ""结论""]"
C0,S001,S001-Q026,DROPPED_FROM_DENSE_TOP5,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,False,2,10,0.5000925064086914,5.457901954650879,0.03657784283915899,0.2683351746239252,"[""口径"", ""总资产"", ""现金"", ""的"", ""确认"", ""结论""]"
C0,S001,S001-Q028,ENTERED_HYBRID_TOP5,7c06f308-8022-5f54-a63c-ab30458f4115,S001-Q013,False,21,4,0.3732195198535919,9.946603775024414,0.2637247445040247,0.3184721321788083,"[""一轮"", ""只"", ""数字"", ""的"", ""结论"", ""要"", ""质量""]"
C0,S001,S001-Q028,ENTERED_HYBRID_TOP5,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,S001-Q010,False,13,1,0.41607990860939026,24.956029891967773,0.998465499909037,0.7072727042592136,"[""一轮"", ""下"", ""接到"", ""的"", ""直接"", ""结论"", ""继续"", ""能"", ""要"", ""追问""]"
C0,S001,S001-Q028,DROPPED_FROM_DENSE_TOP5,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,True,2,6,0.48575401306152344,3.231745958328247,0.012320094665494379,0.2490370538635089,"[""只"", ""的""]"
C0,S001,S001-Q028,DROPPED_FROM_DENSE_TOP5,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,False,4,9,0.4800301790237427,1.5113531351089478,0.0052496863510710645,0.24263993268740686,"[""前面"", ""的"", ""结论""]"
C0,S001,S001-Q033,ENTERED_HYBRID_TOP5,33eb4d66-a4c5-5429-b3bd-48948bb5d443,S001-Q025,False,13,3,0.47587233781814575,12.683629989624023,0.5846313393949163,0.530251838606531,"[""两段"", ""原数"", ""同比"", ""权益"", ""的"", ""请"", ""趋势"", ""近似""]"
C0,S001,S001-Q033,ENTERED_HYBRID_TOP5,dea63c61-1950-5f6a-bdd9-1323f83f3b37,S001-Q002,False,25,4,0.43874669075012207,11.429862022399902,0.42921148652678,0.433979088638451,"[""不能"", ""变化"", ""同比"", ""和"", ""基于"", ""的"", ""能"", ""说明"", ""资产""]"
C0,S001,S001-Q033,DROPPED_FROM_DENSE_TOP5,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,True,2,6,0.5201343297958374,10.184541702270508,0.2874647483027469,0.4037995390492921,"[""一轮"", ""上"", ""同比"", ""把"", ""权益"", ""的"", ""请"", ""资产"", ""近似""]"
C0,S001,S001-Q033,DROPPED_FROM_DENSE_TOP5,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,False,4,10,0.5152604579925537,7.764577388763428,0.10738725677168505,0.3113238573821194,"[""不要"", ""变化"", ""同比"", ""和"", ""把"", ""的"", ""资产""]"
C0,S001,S001-Q035,ENTERED_HYBRID_TOP5,2ec87be4-468b-5498-889b-13f43f4ee222,S001-Q016,False,10,5,0.4554896056652069,10.246593475341797,0.2938614094554682,0.3746755075603375,"[""不"", ""刚才"", ""和"", ""如果"", ""怎样"", ""收入"", ""权益"", ""的"", ""直接""]"
C0,S001,S001-Q035,ENTERED_HYBRID_TOP5,71a788a3-0077-5908-a7f4-d02349fd6e1c,S001-Q017,False,11,1,0.4478819668292999,22.8482723236084,0.9956104797672914,0.7217462232982956,"[""修订"", ""判断"", ""前面"", ""如果"", ""指出"", ""方向"", ""的"", ""直接"", ""表述"", ""请"", ""需要""]"
C0,S001,S001-Q035,ENTERED_HYBRID_TOP5,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,False,9,3,0.46010589599609375,10.601234436035156,0.33194908721478505,0.3960274916054394,"[""刚才"", ""判断"", ""前面"", ""和"", ""收入"", ""的"", ""表述"", ""需要""]"
C0,S001,S001-Q035,DROPPED_FROM_DENSE_TOP5,204ccd02-0a09-5bee-9d12-d6469c1688e8,S001-Q024,False,4,17,0.47620970010757446,1.6074256896972656,0.0055065941612288906,0.24085814713440168,"[""不"", ""和"", ""收入"", ""的""]"
C0,S001,S001-Q035,DROPPED_FROM_DENSE_TOP5,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,False,2,9,0.49227166175842285,6.518177032470703,0.060601992313191404,0.27643682703580713,"[""不"", ""刚才"", ""判断"", ""收入"", ""的"", ""直接"", ""资产""]"
C0,S001,S001-Q035,DROPPED_FROM_DENSE_TOP5,6f47beb6-9be8-5a58-be8b-a77a9bbffd9a,S001-Q030,False,5,16,0.47117215394973755,2.961884021759033,0.010781772457741702,0.24097696320373962,"[""不"", ""收入"", ""的"", ""直接""]"
C0,S001,S001-Q039,ENTERED_HYBRID_TOP5,28a3b6de-dd4b-5bf8-919e-169ce12b1349,S001-Q021,False,23,2,0.4240761399269104,26.899494171142578,0.9994187493630293,0.7117474446449699,"[""从"", ""关心"", ""和"", ""回答"", ""岗位"", ""开始"", ""当前"", ""最"", ""权益"", ""的"", ""证据"", ""请""]"
C0,S001,S001-Q039,ENTERED_HYBRID_TOP5,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,S001-Q010,False,24,3,0.42169803380966187,13.54770278930664,0.6843534382607876,0.5530257360352248,"[""可"", ""如果"", ""最"", ""的"", ""要"", ""追问""]"
