session_id,sheet_name,turn_id,turn_index,needs_history,evaluated,long_range,dependency_type,max_lookback,dependency_distances,gold_turn_ids,required_context,error,build_total_ms,retrieve_context_ms,cross_session_leak_turn_ids,future_turn_leak_turn_ids,cross_session_leak_count,future_turn_leak_count,short_retrieved_turn_ids,mid_page_retrieved_turn_ids,mid_session_retrieved_turn_ids,mid_retrieved_turn_ids,long_retrieved_turn_ids,mid_long_retrieved_turn_ids,all_retrieved_turn_ids,add_submit_ms,migration_job_id,profile_job_id,evicted_turn_ids,short_recall,short_precision,short_hit,short_full_recall,short_mrr,short_gold_count,short_retrieved_count,short_matched_count,mid_page_recall,mid_page_precision,mid_page_hit,mid_page_full_recall,mid_page_mrr,mid_page_gold_count,mid_page_retrieved_count,mid_page_matched_count,mid_session_recall,mid_session_precision,mid_session_hit,mid_session_full_recall,mid_session_mrr,mid_session_gold_count,mid_session_retrieved_count,mid_session_matched_count,mid_recall,mid_precision,mid_hit,mid_full_recall,mid_mrr,mid_gold_count,mid_retrieved_count,mid_matched_count,long_recall,long_precision,long_hit,long_full_recall,long_mrr,long_gold_count,long_retrieved_count,long_matched_count,mid_long_recall,mid_long_precision,mid_long_hit,mid_long_full_recall,mid_long_mrr,mid_long_gold_count,mid_long_retrieved_count,mid_long_matched_count,all_recall,all_precision,all_hit,all_full_recall,all_mrr,all_gold_count,all_retrieved_count,all_matched_count
S007_美的集团_授信,S007_美的集团_授信,S007-Q001,0,False,False,False,独立问题,0,,,无需前文；当前问题可独立回答,,5765.762160997838,5765.574561009998,,,0,0,,,,,,,,12.482998994528316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S007_美的集团_授信,S007_美的集团_授信,S007-Q002,1,True,False,False,相邻承接,1,1,S007-Q001,S007-Q001提供当前问题所指向的前序结论或事实依据,,110.97279799287207,110.74579799605999,,,0,0,S007-Q001,,,,,,S007-Q001,16.85189999989234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S007_美的集团_授信,S007_美的集团_授信,S007-Q003,2,True,False,False,相邻承接,1,1,S007-Q002,S007-Q002提供当前问题所指向的前序结论或事实依据,,48.5532989987405,48.25739898660686,,,0,0,S007-Q001|S007-Q002,,,,,,S007-Q001|S007-Q002,14.278100003139116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S007_美的集团_授信,S007_美的集团_授信,S007-Q004,3,True,False,False,相邻承接,1,1,S007-Q003,S007-Q003提供当前问题所指向的前序结论或事实依据,,37.25499899883289,36.97829900193028,,,0,0,S007-Q001|S007-Q002|S007-Q003,,,,,,S007-Q001|S007-Q002|S007-Q003,22.520598999108188,3910d00d-c0ba-4a87-b49a-9e9f48706188,,S007-Q001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S007_美的集团_授信,S007_美的集团_授信,S007-Q005,4,True,False,False,相邻承接,1,1,S007-Q004,S007-Q004提供当前问题所指向的前序结论或事实依据,,134.95719799539074,133.870598001522,,,0,0,S007-Q001|S007-Q002|S007-Q003|S007-Q004,,,,,,S007-Q001|S007-Q002|S007-Q003|S007-Q004,54.54159900546074,3a2b1d82-7754-4cc9-aa6f-44c8e463d924,,S007-Q002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S007_美的集团_授信,S007_美的集团_授信,S007-Q006,5,True,True,True,历史回溯,5,5,S007-Q001,S007-Q001提供五轮前关于【先帮我梳理一下美的集团2023—2025年的主要财务变化】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,139.33339600043837,138.7464959989302,,,0,0,S007-Q003|S007-Q004|S007-Q005,S007-Q001|S007-Q002,S007-Q001|S007-Q002,S007-Q001|S007-Q002,S007-Q001|S007-Q002,S007-Q001|S007-Q002,S007-Q003|S007-Q004|S007-Q005|S007-Q001|S007-Q002,13.581499995780177,04ad41b8-07e5-4ef0-af94-c59be5fb24af,,S007-Q003,0.0,0.0,0,0,0.0,1,3,0,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.2,1,1,0.25,1,5,1
S007_美的集团_授信,S007_美的集团_授信,S007-Q007,6,True,False,False,相邻承接,1,1,S007-Q006,S007-Q006提供当前问题所指向的前序结论或事实依据,,162.66119500505738,162.27919499215204,,,0,0,S007-Q003|S007-Q004|S007-Q005|S007-Q006,S007-Q002|S007-Q001,S007-Q001|S007-Q002,S007-Q002|S007-Q001,S007-Q002|S007-Q001,S007-Q002|S007-Q001,S007-Q003|S007-Q004|S007-Q005|S007-Q006|S007-Q002|S007-Q001,15.13819899992086,0557b116-2e73-40a7-8095-2bd8980bca77,,S007-Q004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S007_美的集团_授信,S007_美的集团_授信,S007-Q008,7,True,True,True,历史回溯,5,5,S007-Q003,S007-Q003提供五轮前关于【口径确认后，把刚才提到的关键指标逐年列出来，哪一年变化最明显】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,112.87470000388566,110.51270000461955,,,0,0,S007-Q005|S007-Q006|S007-Q007,S007-Q003|S007-Q002|S007-Q004|S007-Q001,S007-Q001|S007-Q002|S007-Q003|S007-Q004,S007-Q003|S007-Q002|S007-Q004|S007-Q001,S007-Q003|S007-Q001|S007-Q002,S007-Q003|S007-Q002|S007-Q004|S007-Q001,S007-Q005|S007-Q006|S007-Q007|S007-Q003|S007-Q002|S007-Q004|S007-Q001,16.267899991362356,5e579d3f-01e6-405a-a3f2-3406f10b77ef,,S007-Q005,0.0,0.0,0,0,0.0,1,3,0,1.0,0.25,1,1,1.0,1,4,1,1.0,0.25,1,1,0.3333333333333333,1,4,1,1.0,0.25,1,1,1.0,1,4,1,1.0,0.3333333333333333,1,1,1.0,1,3,1,1.0,0.25,1,1,1.0,1,4,1,1.0,0.14285714285714285,1,1,0.25,1,7,1
S007_美的集团_授信,S007_美的集团_授信,S007-Q009,8,True,False,False,相邻承接,1,1,S007-Q008,S007-Q008提供当前问题所指向的前序结论或事实依据,,120.65520000760444,119.81139999988955,,,0,0,S007-Q005|S007-Q006|S007-Q007|S007-Q008,S007-Q004|S007-Q003|S007-Q002|S007-Q001,S007-Q001|S007-Q002|S007-Q003|S007-Q004,S007-Q004|S007-Q003|S007-Q002|S007-Q001,S007-Q001|S007-Q003|S007-Q004|S007-Q002,S007-Q004|S007-Q003|S007-Q002|S007-Q001,S007-Q005|S007-Q006|S007-Q007|S007-Q008|S007-Q004|S007-Q003|S007-Q002|S007-Q001,22.390500002074987,a864a15c-e667-482c-b9e9-dd82eb857a29,,S007-Q006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S007_美的集团_授信,S007_美的集团_授信,S007-Q010,9,True,True,True,历史回溯,5,5,S007-Q005,S007-Q005提供五轮前关于【如果识别出了拐点，它主要发生在2024年还是2025年】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,133.49629699951038,132.75249699654523,,,0,0,S007-Q007|S007-Q008|S007-Q009,S007-Q005|S007-Q006|S007-Q001|S007-Q003|S007-Q002,S007-Q001|S007-Q002|S007-Q003|S007-Q004|S007-Q005|S007-Q006,S007-Q005|S007-Q006|S007-Q001|S007-Q003|S007-Q002|S007-Q004,S007-Q005|S007-Q006|S007-Q002|S007-Q003,S007-Q005|S007-Q006|S007-Q001|S007-Q003|S007-Q002|S007-Q004,S007-Q007|S007-Q008|S007-Q009|S007-Q005|S007-Q006|S007-Q001|S007-Q003|S007-Q002|S007-Q004,19.361699000000954,80e12542-00cd-4828-b748-5d4e48f1270b,,S007-Q007,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,1.0,1,5,1,1.0,0.16666666666666666,1,1,0.2,1,6,1,1.0,0.16666666666666666,1,1,1.0,1,6,1,1.0,0.25,1,1,1.0,1,4,1,1.0,0.16666666666666666,1,1,1.0,1,6,1,1.0,0.1111111111111111,1,1,0.25,1,9,1
