session_id,query_id,gold_page_id,baseline_rank,baseline_score,P0_rank,P0_score,P0_promoted,P0_demoted,P0_rank_movement,P1_rank,P1_score,P1_promoted,P1_demoted,P1_rank_movement,P2_rank,P2_score,P2_promoted,P2_demoted,P2_rank_movement,P3_rank,P3_score,P3_promoted,P3_demoted,P3_rank_movement
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,6,0.3450709879398346,6,0.3450709879398346,False,False,0,6,0.5323923826217651,False,False,0,6,0.3450709879398346,False,False,0,6,0.4755066931247711,False,False,0
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,3,0.3914191424846649,3,0.3914192020893097,False,False,0,3,0.6077459454536438,False,False,0,3,0.3914192020893097,False,False,0,2,0.5675866007804871,False,False,1
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,9,0.33159926533699036,9,0.3315993845462799,False,False,0,9,0.3979461193084717,False,False,0,9,0.3315993845462799,False,False,0,9,0.35221734642982483,False,False,0
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,5,0.4067200720310211,5,0.4067201614379883,False,False,0,4,0.4623442590236664,False,False,1,5,0.4067201614379883,False,False,0,6,0.42378902435302734,False,True,-1
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,3,0.5073202252388,3,0.5073203444480896,False,False,0,3,0.5073203444480896,False,False,0,3,0.5073203444480896,False,False,0,2,0.6209203004837036,False,False,1
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,13,0.6465378403663635,13,0.6465377807617188,False,False,0,13,0.6465377807617188,False,False,0,13,0.6465377807617188,False,False,0,13,0.6465377807617188,False,False,0
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,4,0.7317522764205933,4,0.731752336025238,False,False,0,4,0.7392288446426392,False,False,0,4,0.7392288446426392,False,False,0,4,0.7392288446426392,False,False,0
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,11,0.6958172917366028,11,0.6958174109458923,False,False,0,11,0.7118639945983887,False,False,0,11,0.7118639945983887,False,False,0,11,0.7118639945983887,False,False,0
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,6,0.6949954032897949,6,0.6949952840805054,False,False,0,8,0.741974413394928,False,False,-2,6,0.6949952840805054,False,False,0,8,0.7435624599456787,False,False,-2
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,9,0.6865123510360718,9,0.6865124106407166,False,False,0,14,0.7269403338432312,False,False,-5,9,0.6865124106407166,False,False,0,18,0.715761125087738,False,False,-9
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,8,0.635677695274353,8,0.6356777548789978,False,False,0,1,0.7824932336807251,True,False,7,1,0.772222638130188,True,False,7,1,0.7881455421447754,True,False,7
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,4,0.7509975433349609,4,0.7509974837303162,False,False,0,4,0.7570125460624695,False,False,0,4,0.7509974837303162,False,False,0,4,0.7570125460624695,False,False,0
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,11,0.713391900062561,11,0.7133919596672058,False,False,0,15,0.7206741571426392,False,False,-4,11,0.7133919596672058,False,False,0,15,0.7206741571426392,False,False,-4
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,8,0.71683669090271,8,0.7168366312980652,False,False,0,12,0.7354894280433655,False,False,-4,9,0.7331234216690063,False,False,-1,11,0.7449374198913574,False,False,-3
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,12,0.6947565078735352,12,0.6947564482688904,False,False,0,28,0.750641942024231,False,False,-16,12,0.6947564482688904,False,False,0,22,0.744187593460083,False,False,-10
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,1,0.7444235682487488,1,0.7444235682487488,False,False,0,6,0.7914921641349792,False,True,-5,1,0.7444235682487488,False,False,0,7,0.7727388143539429,False,True,-6
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,5,0.7117832899093628,4,0.7355781197547913,False,False,1,4,0.7403773665428162,False,False,1,4,0.7403773665428162,False,False,1,4,0.7403773665428162,False,False,1
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,40,0.6301290392875671,40,0.6301290988922119,False,False,0,40,0.6305481791496277,False,False,0,40,0.6301290988922119,False,False,0,40,0.6305481791496277,False,False,0
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,11,0.7112531065940857,11,0.7112531661987305,False,False,0,13,0.7085235714912415,False,False,-2,11,0.7112531661987305,False,False,0,13,0.7085235714912415,False,False,-2
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,5,0.6977245807647705,5,0.6977246403694153,False,False,0,6,0.729710578918457,False,True,-1,5,0.6977246403694153,False,False,0,6,0.7298300266265869,False,True,-1
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,2,0.5538138151168823,2,0.5538136959075928,False,False,0,2,0.5538136959075928,False,False,0,2,0.5538136959075928,False,False,0,2,0.5538136959075928,False,False,0
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,5,0.5295717716217041,5,0.5295717120170593,False,False,0,5,0.5295717120170593,False,False,0,5,0.5295717120170593,False,False,0,5,0.5295717120170593,False,False,0
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,5,0.519546627998352,5,0.519546627998352,False,False,0,1,0.6459945440292358,False,False,4,5,0.519546627998352,False,False,0,1,0.6438949108123779,False,False,4
S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,13,0.49913763999938965,13,0.4991377890110016,False,False,0,36,0.5700982809066772,False,False,-23,13,0.4991377890110016,False,False,0,29,0.5817979574203491,False,False,-16
S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,34,0.34421658515930176,34,0.34421661496162415,False,False,0,34,0.34421661496162415,False,False,0,34,0.34421661496162415,False,False,0,28,0.5442607402801514,False,False,6
S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,19,0.3813455402851105,23,0.5645622611045837,False,False,-4,23,0.5645622611045837,False,False,-4,22,0.5971354246139526,False,False,-3,21,0.5423181653022766,False,False,-2
S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,1,0.5514099597930908,1,0.5514100790023804,False,False,0,2,0.6527795791625977,False,False,-1,2,0.6259294152259827,False,False,-1,2,0.6352392435073853,False,False,-1
S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,10,0.47436463832855225,10,0.47436460852622986,False,False,0,26,0.57159024477005,False,False,-16,20,0.5521422624588013,False,False,-10,19,0.5474695563316345,False,False,-9
S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,1,0.5741122364997864,1,0.5741121768951416,False,False,0,1,0.5971285104751587,False,False,0,1,0.5971285104751587,False,False,0,2,0.5628352165222168,False,False,-1
S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,9,0.48527994751930237,9,0.4852798879146576,False,False,0,17,0.5194598436355591,False,False,-8,17,0.5194598436355591,False,False,-8,8,0.5140289068222046,False,False,1
S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,37,0.39760541915893555,37,0.3976052701473236,False,False,0,43,0.4399590492248535,False,False,-6,37,0.3976052701473236,False,False,0,43,0.43070459365844727,False,False,-6
S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,1,0.37955912947654724,1,0.37955912947654724,False,False,0,1,0.46249184012413025,False,False,0,1,0.37955912947654724,False,False,0,1,0.4383052587509155,False,False,0
S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,3,0.48598742485046387,3,0.48598745465278625,False,False,0,3,0.5212504863739014,False,False,0,3,0.48598745465278625,False,False,0,3,0.48598745465278625,False,False,0
S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,2,0.513968288898468,2,0.513968288898468,False,False,0,2,0.5749744176864624,False,False,0,2,0.513968288898468,False,False,0,2,0.513968288898468,False,False,0
S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,7,0.4879744350910187,6,0.5126270055770874,False,False,1,6,0.5126270055770874,False,False,1,6,0.5126270055770874,False,False,1,6,0.5105012059211731,False,False,1
S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,2,0.5344179272651672,2,0.5747254490852356,False,False,0,2,0.5747254490852356,False,False,0,2,0.5747254490852356,False,False,0,2,0.5730030536651611,False,False,0
S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,1,0.5515123605728149,1,0.5515123605728149,False,False,0,1,0.5532059669494629,False,False,0,1,0.5515123605728149,False,False,0,1,0.5515123605728149,False,False,0
S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,14,0.6067447662353516,16,0.5892691612243652,False,False,-2,16,0.6034805178642273,False,False,-2,16,0.5892691612243652,False,False,-2,16,0.6095166802406311,False,False,-2
S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,1,0.540005624294281,1,0.613099217414856,False,False,0,1,0.613099217414856,False,False,0,1,0.613099217414856,False,False,0,1,0.613099217414856,False,False,0
S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,3,0.5354854464530945,5,0.5816530585289001,False,False,-2,5,0.5816530585289001,False,False,-2,5,0.5816530585289001,False,False,-2,5,0.5816530585289001,False,False,-2
S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,21,0.5021357536315918,21,0.5109717845916748,False,False,0,21,0.5109717845916748,False,False,0,21,0.5282920002937317,False,False,0,21,0.5176290273666382,False,False,0
S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,6,0.566022515296936,15,0.5664628148078918,False,False,-9,15,0.5664628148078918,False,False,-9,14,0.5923358201980591,False,False,-8,13,0.5870809555053711,False,False,-7
S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,2,0.4874832332134247,2,0.48748329281806946,False,False,0,1,0.6473115086555481,False,False,1,1,0.576715350151062,False,False,1,2,0.5595780611038208,False,False,0
S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,19,0.47346293926239014,19,0.4734629690647125,False,False,0,14,0.5699252486228943,False,False,5,15,0.5715500116348267,False,False,4,9,0.58436119556427,False,False,10
S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,17,0.4776647090911865,17,0.47766467928886414,False,False,0,13,0.573527991771698,False,False,4,13,0.5745878219604492,False,False,4,11,0.572514533996582,False,False,6
S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,11,0.5142894387245178,11,0.5142894983291626,False,False,0,7,0.5711592435836792,False,False,4,7,0.5711592435836792,False,False,4,7,0.5711592435836792,False,False,4
S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,4,0.5138795971870422,4,0.5138795375823975,False,False,0,6,0.6405615210533142,False,True,-2,6,0.6036669015884399,False,True,-2,11,0.6153797507286072,False,True,-7
S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,29,0.42981383204460144,29,0.4298138916492462,False,False,0,24,0.587745189666748,False,False,5,23,0.5550810694694519,False,False,6,8,0.6212359666824341,False,False,21
S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,12,0.5011759400367737,12,0.5011759996414185,False,False,0,16,0.5822314620018005,False,False,-4,12,0.5011759996414185,False,False,0,12,0.5011759996414185,False,False,0
S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,37,0.4009626805782318,37,0.4009627103805542,False,False,0,31,0.39273974299430847,False,False,6,37,0.4009627103805542,False,False,0,17,0.5800658464431763,False,False,20
S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,22,0.44993260502815247,22,0.44993263483047485,False,False,0,14,0.44456157088279724,False,False,8,22,0.44993263483047485,False,False,0,8,0.59147047996521,False,False,14
S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,25,0.39701777696609497,25,0.39701777696609497,False,False,0,25,0.4945608377456665,False,False,0,24,0.4596657454967499,False,False,1,25,0.49781227111816406,False,False,0
S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,16,0.4209011197090149,16,0.42090117931365967,False,False,0,10,0.5803254246711731,False,False,6,9,0.5820356607437134,False,False,7,11,0.570080041885376,False,False,5
S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,36,0.3635977506637573,36,0.3635977804660797,False,False,0,36,0.5247229337692261,False,False,0,36,0.5231874585151672,False,False,0,35,0.5172204375267029,False,False,1
S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,50,0.3734886050224304,50,0.37348854541778564,False,False,0,49,0.4562775790691376,False,False,1,50,0.37348854541778564,False,False,0,48,0.4370900094509125,False,False,2
S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,8,0.4666304290294647,8,0.46663036942481995,False,False,0,17,0.5448513627052307,False,False,-9,8,0.46663036942481995,False,False,0,20,0.5221444964408875,False,False,-12
S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,25,0.39264366030693054,25,0.3926438093185425,False,False,0,31,0.42623037099838257,False,False,-6,31,0.42623037099838257,False,False,-6,21,0.5305444598197937,False,False,4
S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,14,0.42972472310066223,14,0.4297247529029846,False,False,0,14,0.4297247529029846,False,False,0,14,0.4297247529029846,False,False,0,41,0.48965567350387573,False,False,-27
S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,31,0.39131292700767517,31,0.3913128972053528,False,False,0,23,0.547545850276947,False,False,8,31,0.3913128972053528,False,False,0,19,0.5203093886375427,False,False,12
S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,33,0.38522157073020935,33,0.38522157073020935,False,False,0,43,0.5074213743209839,False,False,-10,33,0.38522157073020935,False,False,0,34,0.4963300824165344,False,False,-1
S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,6,0.4341575503349304,6,0.43415749073028564,False,False,0,6,0.43694350123405457,False,False,0,4,0.4304228127002716,True,False,2,8,0.5396257638931274,False,False,-2
S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,39,0.34592118859291077,39,0.345921128988266,False,False,0,41,0.3537946939468384,False,False,-2,40,0.3276005983352661,False,False,-1,50,0.4655403792858124,False,False,-11
S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,6,0.4145900309085846,6,0.41459009051322937,False,False,0,30,0.38500145077705383,False,False,-24,6,0.41459009051322937,False,False,0,31,0.36825159192085266,False,False,-25
S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,7,0.447327196598053,7,0.4473271667957306,False,False,0,6,0.6099637746810913,False,False,1,3,0.6059979200363159,True,False,4,5,0.5958957076072693,True,False,2
S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,67,0.32590147852897644,67,0.32590144872665405,False,False,0,68,0.4957233667373657,False,False,-1,70,0.4838414788246155,False,False,-3,70,0.47432419657707214,False,False,-3
S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,26,0.41176116466522217,26,0.4117611348628998,False,False,0,10,0.592424213886261,False,False,16,13,0.5801041126251221,False,False,13,10,0.5783835649490356,False,False,16
S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,8,0.5034886598587036,8,0.5034887790679932,False,False,0,8,0.5034887790679932,False,False,0,8,0.5034887790679932,False,False,0,8,0.5034887790679932,False,False,0
S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,70,0.4027944505214691,70,0.4027945399284363,False,False,0,70,0.4027945399284363,False,False,0,70,0.4027945399284363,False,False,0,70,0.4027945399284363,False,False,0
S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,68,0.457669198513031,68,0.45766910910606384,False,False,0,67,0.569705605506897,False,False,1,65,0.591045081615448,False,False,3,64,0.5765594840049744,False,False,4
S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,75,0.34470492601394653,75,0.3447049856185913,False,False,0,77,0.46810898184776306,False,False,-2,77,0.46810898184776306,False,False,-2,71,0.4440189003944397,False,False,4
S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,22,0.42815840244293213,22,0.42815840244293213,False,False,0,49,0.5106473565101624,False,False,-27,49,0.5106473565101624,False,False,-27,50,0.4765785038471222,False,False,-28
S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,27,0.4808177649974823,27,0.4808177947998047,False,False,0,22,0.5618105530738831,False,False,5,27,0.4808177947998047,False,False,0,27,0.4808177947998047,False,False,0
S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,4,0.5210728645324707,4,0.5210728645324707,False,False,0,5,0.5950213074684143,False,False,-1,4,0.5210728645324707,False,False,0,4,0.5210728645324707,False,False,0
S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,8,0.5104247331619263,8,0.510424792766571,False,False,0,8,0.5800273418426514,False,False,0,8,0.510424792766571,False,False,0,8,0.510424792766571,False,False,0
S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,2,0.3488452732563019,2,0.34884530305862427,False,False,0,2,0.4221230149269104,False,False,0,2,0.34884530305862427,False,False,0,2,0.39686882495880127,False,False,0
S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,6,0.4478003680706024,5,0.5316189527511597,True,False,1,6,0.49453282356262207,False,False,0,6,0.5032122135162354,False,False,0,6,0.4911777079105377,False,False,0
S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,1,0.626485288143158,1,0.683984100818634,False,False,0,1,0.655651867389679,False,False,0,1,0.6697134971618652,False,False,0,1,0.6543886661529541,False,False,0
S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,8,0.5743756294250488,8,0.5841161012649536,False,False,0,8,0.5841161012649536,False,False,0,8,0.5841161012649536,False,False,0,8,0.5841161012649536,False,False,0
S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,2,0.6311529874801636,3,0.6438204050064087,False,False,-1,3,0.6438204050064087,False,False,-1,3,0.6438204050064087,False,False,-1,3,0.6438204050064087,False,False,-1
S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,2,0.5237041115760803,2,0.5726079940795898,False,False,0,2,0.5770546197891235,False,False,0,2,0.5726079940795898,False,False,0,2,0.5726079940795898,False,False,0
S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,11,0.692194402217865,11,0.692194402217865,False,False,0,13,0.7426124215126038,False,False,-2,11,0.692194402217865,False,False,0,11,0.692194402217865,False,False,0
S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,9,0.6558319330215454,5,0.6975405812263489,True,False,4,3,0.6912199258804321,True,False,6,2,0.700154185295105,True,False,7,2,0.700832724571228,True,False,7
S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,5,0.6664348244667053,3,0.6999475955963135,False,False,2,5,0.686105489730835,False,False,0,5,0.6944718956947327,False,False,0,5,0.6938958764076233,False,False,0
S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,22,0.5618359446525574,22,0.5618358850479126,False,False,0,22,0.7091070413589478,False,False,0,20,0.7142355442047119,False,False,2,20,0.7116217613220215,False,False,2
S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,15,0.607856035232544,15,0.6078559160232544,False,False,0,12,0.7524592876434326,False,False,3,9,0.7604069709777832,False,False,6,11,0.748589277267456,False,False,4
S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,19,0.638894259929657,19,0.6388940811157227,False,False,0,3,0.7816659212112427,True,False,16,6,0.8024743795394897,False,False,13,4,0.7996453642845154,True,False,15
S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,2,0.5140451192855835,2,0.5140451192855835,False,False,0,8,0.5720287561416626,False,True,-6,11,0.6472818851470947,False,True,-9,7,0.5886430740356445,False,True,-5
S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,18,0.4629700183868408,18,0.46296998858451843,False,False,0,10,0.565264880657196,False,False,8,19,0.6189760565757751,False,False,-1,12,0.5773051381111145,False,False,6
S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,6,0.4753205478191376,5,0.5476755499839783,True,False,1,5,0.5476755499839783,True,False,1,5,0.5476755499839783,True,False,1,5,0.5476755499839783,True,False,1
S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,6,0.3509902358055115,6,0.3509902060031891,False,False,0,4,0.4891156256198883,True,False,2,5,0.5342302918434143,True,False,1,6,0.4566206932067871,False,False,0
S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,21,0.2760118842124939,21,0.2760118842124939,False,False,0,20,0.42704811692237854,False,False,1,21,0.4840504825115204,False,False,0,18,0.40683579444885254,False,False,3
S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,8,0.49345386028289795,8,0.4934537708759308,False,False,0,8,0.4934537708759308,False,False,0,8,0.4934537708759308,False,False,0,8,0.4934537708759308,False,False,0
S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,40,0.28102946281433105,40,0.28102946281433105,False,False,0,39,0.2866286635398865,False,False,1,40,0.28102946281433105,False,False,0,12,0.5349770188331604,False,False,28
S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,14,0.36668768525123596,14,0.36668771505355835,False,False,0,10,0.3738982677459717,False,False,4,14,0.36668771505355835,False,False,0,5,0.5560774207115173,True,False,9
S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,25,0.44328320026397705,25,0.4432831406593323,False,False,0,37,0.5238950252532959,False,False,-12,38,0.4834826588630676,False,False,-13,39,0.4972180128097534,False,False,-14
